1.000000000000000000e+00	1.742908974264154836e+02	4.204107769714472177e-03	1.368197294781264084e+01	2.159669730785075403e-01	1.056961252107021210e+02	9.784474684226619409e-03	2.337495111844490214e+00	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.552700987363576814e+02	2.198985551849733100e-03	9.893763775581348341e+00	2.219994319351147327e-01	7.957879943757417607e+01	2.453388446841745729e+00	3.427739620718332075e-02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.689048969309089225e-03	2.706818369017594539e-01	6.588803020656630451e+02	2.033044105961730880e-02	9.153787968542308917e+00	6.470954463612785901e+01	5.704565797227465485e-01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.420953124938525605e+02	1.431538232768332086e-01	2.668249212785192270e+01	5.098465558769155886e-02	2.957754914200728003e+00	7.093644205292372051e-01	1.641674973902066282e-03	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.138959317798831350e+01	5.341857531351472232e+00	6.046821611635040325e-03	1.832068224171244140e+02	1.289233288148476264e+00	3.173104686110128636e-02	2.616084026612697788e-01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.408475131290428894e+00	2.613896527736209521e-02	8.751477980888831831e-02	2.880513967641180102e+02	3.172281280080111543e+01	1.337115842203544247e+01	3.134479429795872848e-03	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.804108396594035639e+02	2.107390408055261066e-02	6.195362295661765550e+00	6.803776855203386154e-02	2.036197045908248882e+01	6.489873184535342905e-03	1.303568925637019094e+00	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.105742406705133050e+02	5.348205398246306252e-01	1.391197482495595352e+02	1.298896363303344084e-02	3.061907431320451400e-01	2.053974743441154202e-03	3.586396024858581111e+00	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	6.201103987864092087e-03	5.890729300778557720e-01	5.711088568254207303e+02	2.544398947081783630e-02	7.829069337819047014e+00	3.644758602613718779e+01	2.697808145703937122e-01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.110374865397291355e+00	9.475383125508258786e+00	2.541603638471345850e-01	1.729317533258570165e+02	2.117920813444876771e+01	1.691990564443871621e-03	2.202994536207000115e-02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.200808553331522699e+00	2.444851285663328377e-02	1.266455801238338807e+02	1.215473423200658099e-01	2.640892463737503135e+02	1.048997727540532665e+01	2.794354415433727545e-03	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.724368689325057120e-03	4.147543406583767478e+01	3.900781354873252393e+00	4.944775171897753535e-02	2.193052411369769139e+00	9.532680616156833366e+02	1.643584911843214702e-01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
