1.000000000000000000e+00	7.750510725784391752e+01	2.104425255820660274e-03	3.099420957488866701e+00	2.845562700452467508e-01	1.098040242943173723e+02	1.123277513472637629e-02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	6.530236554364068979e+02	3.915535915931129922e-03	2.721091510718903983e+00	1.054336965007700161e-01	4.890315525758231985e+01	1.115031662320643130e-02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.373601361948084243e+00	5.613039797146970500e+01	7.422192009547520684e+02	2.266251728888307292e-03	1.319567565616060548e-02	5.473203065344053320e-01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.283193321261163165e-02	1.523381849610993839e-03	5.293044242110733322e+00	6.347335482194392808e-01	2.687759888892812796e+02	1.325733799964607762e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	9.946384129991185652e-02	1.669650537665325627e-03	2.724871355129121486e+00	1.426990548871991116e-01	1.810557965035237160e+01	3.343524168838986839e+02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	4.401651797367954477e-02	4.021836049852559047e-01	2.293210471505118875e+01	3.291137427600831415e+02	6.834230076702208834e+00	1.692011958281458084e-03	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.056109718641777135e+02	6.720689044969425929e-02	4.499946916034271993e+01	4.213380298278637977e-03	5.799375113962833561e-01	2.911745177273646235e+00	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	5.511285002686139300e+00	1.161630828082175701e-02	2.239842406157308563e-01	8.558148617674694378e+02	1.732856950714930022e+01	5.921916904924861766e-03	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.862118838352444072e+01	2.682083819247311693e-02	9.557745016018919237e-01	5.581804225822061483e+00	1.387680401899845322e+02	8.659893988786282124e-03	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.108144476425095837e+00	1.336371399128970369e-03	1.343858341226397968e-01	1.572435570647791963e+02	8.068225240442096435e+01	1.212424329484290859e-02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	7.912007165915373175e-02	1.200818118386961239e-03	4.783363020737737337e+00	5.098675415050770710e-01	4.533842375264275120e+02	8.341388790512965556e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	3.103746520906569106e+00	1.630303563773869563e-02	1.127258705832223917e+01	7.060626333945780875e-01	4.465831544097140977e+02	2.521497073420713667e-03	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.454619867368702524e+00	2.703229535763177014e-03	6.013452688031293292e-01	1.757835856418796823e+02	6.400401535907033690e+01	1.068982895041161417e-02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
