-4.500773763673641126e-01	2.170064652527474713e+00	1.719987276160110490e+00
-3.549545170468959565e-01	2.354342080436413021e+00	1.999387563389517064e+00
-7.069761249047317175e-01	1.008006043334430002e+00	3.010299184296982844e-01
-6.906586306505606565e-01	1.093451267554511830e+00	4.027926369039511734e-01
-7.075163125759964533e-01	1.008546306297101847e+00	3.010299937211053933e-01
-7.072986202098016095e-01	1.008328460744783328e+00	3.010298405349817186e-01
-2.238502469335893474e-01	1.361453386201084914e+00	1.137603139267495678e+00
-7.438615503902835657e-01	1.044891546042901576e+00	3.010299956526180098e-01
-7.433094009695466742e-01	1.044339082489224690e+00	3.010296815196780162e-01
-7.047119171741759169e-01	1.005741884265012764e+00	3.010299670908368475e-01
-7.366932807016542961e-01	1.037723184797757270e+00	3.010299040961029737e-01
-7.491317113248878723e-01	1.050161666886087364e+00	3.010299555611994915e-01
-3.744935596704914715e-01	2.626362348214823061e+00	2.251868788544331590e+00
-6.027995467469402513e-01	1.899052623693062714e+00	1.296253076946122462e+00
-7.200264569730226993e-01	1.021056452635614953e+00	3.010299956625922535e-01
-7.021082390443391663e-01	1.003137471031274153e+00	3.010292319869349864e-01
-4.438286100840178605e-01	2.641141535148319619e+00	2.197312925064301758e+00
-7.240292442866188560e-01	1.025058627769341868e+00	3.010293834827230119e-01
-6.700966931410171634e-01	3.058849402899399994e+00	2.388752709758382942e+00
-7.198928275774130192e-01	1.020922463177383221e+00	3.010296355999702023e-01
-6.518021652355209250e-01	1.059270514818179798e+00	4.074683495826588731e-01
-2.295453022713781488e-01	1.913863256132027679e+00	1.684317953860649641e+00
-7.326129806883150408e-01	1.033642975538088038e+00	3.010299948497729972e-01
-7.012522559298635105e-01	1.002282182932801691e+00	3.010299270029381802e-01
-7.339420597926465950e-01	1.034972053107188206e+00	3.010299933145416107e-01
-3.592188567549258610e-02	1.411002080301253514e+00	1.375080194625760921e+00
-7.116769765514626700e-01	1.012705121847240708e+00	3.010281452957780379e-01
-4.768099438173993843e-01	1.088694107201455097e+00	6.118841633840557126e-01
-7.007137492487488517e-01	1.296060912742612814e+00	5.953471634938639623e-01
-7.159474181856948505e-01	1.016976820623097799e+00	3.010294024374029487e-01
-1.305853141749477586e-01	2.160025739553487867e+00	2.029440425378540080e+00
-4.416884632850113235e-01	1.418733294149993052e+00	9.770448308649817282e-01
-7.383064782220895017e-01	1.039336473832104701e+00	3.010299956100151997e-01
-7.110196834617843464e-01	1.012049503063333855e+00	3.010298196015495087e-01
-7.352902832931539345e-01	1.036319572508268561e+00	3.010292892151146260e-01
-7.838592046296483096e-02	1.296917382644185768e+00	1.218531462181220881e+00
2.446858165168188104e-01	1.601173172164718883e+00	1.845858988681537749e+00
-7.301090573298908426e-01	1.031136469542086154e+00	3.010274122121953111e-01
-3.631547331778779975e-01	1.745600887269993740e+00	1.382446154092115798e+00
-7.376675993012806742e-01	1.432849635853580939e+00	6.951820365523002643e-01
-1.764192822571961083e-01	1.852904388672622193e+00	1.676485106415426030e+00
1.518066022112602997e-01	1.453343422992964262e+00	1.605150025204224562e+00
-7.187696648715213854e-01	1.019799642546682428e+00	3.010299776751610423e-01
-3.856084695261028372e-01	1.423700312436358972e+00	1.038091842910256135e+00
-2.773800708084356859e-01	1.231540561795772426e+00	9.541604909873366847e-01
-7.034992050704840238e-01	1.004529197643856175e+00	3.010299925733721516e-01
-3.211321995483736869e-01	1.504126229618456323e+00	1.182994030070082747e+00
-7.329909693425858963e-01	1.382001205615416284e+00	6.490102362728303875e-01
-7.199132342035908794e-01	1.020943223117483090e+00	3.010299889138922103e-01
-7.194502723683533496e-01	1.020480267947430075e+00	3.010299955790767257e-01
-7.170760840544015968e-01	1.018106052390129745e+00	3.010299683357281486e-01
-5.796936008512219018e-01	2.011856048406615916e+00	1.432162447555394014e+00
-7.211994265457595255e-01	1.022229421819070616e+00	3.010299952733110906e-01
-7.474836724763247453e-01	1.048513668139924526e+00	3.010299956635997809e-01
-7.418442713085741103e-01	1.042873233059324445e+00	3.010289617507503346e-01
-7.065862555219005747e-01	1.007616251099689553e+00	3.010299955777889780e-01
-6.990724026865946517e-01	1.000102398345667165e+00	3.010299956590725134e-01
-1.677166274955816938e-01	2.166499393283113584e+00	1.998782765787531890e+00
-1.728353633139075862e-01	1.365593148347971963e+00	1.192757785034064266e+00
-7.472410892372698399e-01	1.048269809227110105e+00	3.010287199898402655e-01
-1.189174099394755962e-01	1.769650709829123425e+00	1.650733299889647787e+00
-6.562259913062288286e-01	2.015931286249776022e+00	1.359705294943547305e+00
-2.163290213013219776e-01	1.182065435612887905e+00	9.657364143115658717e-01
-7.083047437814476988e-01	1.009334739419879945e+00	3.010299956384322462e-01
-7.173059900888275608e-01	1.018335985721655401e+00	3.010299956328278403e-01
-6.901659014287739868e-01	2.019285834921542122e+00	1.329119933492768135e+00
-4.908785314686617274e-01	1.994681511940787466e+00	1.503802980472125794e+00
-7.361700526540020384e-01	1.037199494569901459e+00	3.010294419158994206e-01
-7.332282888067878091e-01	1.034258284391280203e+00	3.010299955844923936e-01
-7.254985266806208699e-01	1.026528515358558824e+00	3.010299886779379541e-01
2.193765185629806824e-01	1.704223959238293729e+00	1.923600477801274522e+00
-7.400049029404376366e-01	1.872937147466534835e+00	1.132932244526097199e+00
-6.387948391022665318e-01	1.500901193490564722e+00	8.621063543882981905e-01
-7.148567278980441086e-01	1.015886716239389642e+00	3.010299883413455335e-01
-1.895870870742439873e-01	2.179375108991721710e+00	1.989788021917477723e+00
-7.097190875877367189e-01	1.010748920895278236e+00	3.010298333075415167e-01
-7.368313851435879247e-01	1.037860858298565336e+00	3.010294731549774117e-01
-1.433191115513933467e-01	1.426277376583546364e+00	1.282958265032152934e+00
2.143814770226282751e-01	1.859570746904244398e+00	2.073952223926872840e+00
-7.222197332474733500e-01	1.023248530058594508e+00	3.010287968111211576e-01
-7.295026758756048002e-01	1.155289987286206355e+00	4.257873114106015544e-01
5.933232483525026357e-02	1.772733148434630035e+00	1.832065473269880229e+00
-3.015536929892516094e-01	1.803172574389269478e+00	1.501618881400017980e+00
-7.111642355069149879e-01	1.012194185545228775e+00	3.010299500383137872e-01
-7.205224633988700500e-01	1.021552315916480325e+00	3.010298525176102746e-01
-7.260502244411115580e-01	1.027080220104640951e+00	3.010299956635293928e-01
-8.333039064168826227e-02	2.106361804690258133e+00	2.023031414048569676e+00
-7.491773610776607528e-01	1.050207356727601571e+00	3.010299956499408180e-01
-1.114544750912470072e-01	1.380903733112855525e+00	1.269449258021608573e+00
-7.193519917626544080e-01	1.020381987418707226e+00	3.010299956560528178e-01
-7.263394072157396408e-01	1.027369401403881888e+00	3.010299941881422470e-01
-7.215215466586822890e-01	1.022551417801387919e+00	3.010298711427056295e-01
-3.322317531705905325e-02	1.181708309812318891e+00	1.148485134495259796e+00
-7.476336056418410037e-01	1.048663601305745097e+00	3.010299956639040930e-01
-7.163998640602952106e-01	1.017429859583609097e+00	3.010299955233138869e-01
-4.894955584171407220e-02	2.617652097844560988e+00	2.568702542002847089e+00
-3.534434321022479342e-01	1.979937734791771931e+00	1.626494302689523996e+00
-7.074752482914080653e-01	1.008505019754875942e+00	3.010297714634678767e-01
-7.376482626134958087e-01	1.038678245465464611e+00	3.010299828519688026e-01
-7.160023618459300243e-01	1.017031751130052175e+00	3.010293892841221508e-01
-7.320104800852944571e-01	1.033040474704128187e+00	3.010299946188337294e-01
-7.238430243127090824e-01	1.308759384749907717e+00	5.849163604371986347e-01
-7.262681497301849420e-01	1.027298145151320341e+00	3.010299954211353990e-01
-7.452359175312758266e-01	1.046265790302863596e+00	3.010298727715877698e-01
-7.447016398302209739e-01	1.045731630555860825e+00	3.010299907256398511e-01
-7.239060390163470915e-01	1.024936034637285776e+00	3.010299956209386840e-01
-7.042192174390534687e-01	1.005247913574790042e+00	3.010286961357365731e-01
3.063418726376410661e-01	1.068685125287410997e+00	1.375026997925052008e+00
-7.447814973796627047e-01	1.045811493040983198e+00	3.010299956613204930e-01
-5.616095225327161211e-01	1.467388250424912943e+00	9.057787278921968221e-01
-7.375906665598511713e-01	1.038620542300810357e+00	3.010298757409591852e-01
-2.523535223602622890e-02	1.145122885252025213e+00	1.119887533015998970e+00
-7.013345401034747351e-01	1.002363739058408143e+00	3.010291989549334080e-01
-7.387420327578443358e-01	1.039771839664205721e+00	3.010298069063613857e-01
-7.097792213573351772e-01	1.920643134093326543e+00	1.210863912735991477e+00
-2.046695697493850497e-01	2.447059879365594881e+00	2.242390309616209887e+00
2.448211422522650893e-01	2.109694058892623847e+00	2.354515201144888881e+00
-8.481001294928318390e-02	2.262980485084470139e+00	2.178170472135187108e+00
-6.455750317867688937e-01	2.504339968546608119e+00	1.858764936759839337e+00
1.185146931794844732e-01	1.551318939946803477e+00	1.669833633126287964e+00
-3.676347550427688238e-01	2.427314241961596952e+00	2.059679486918827962e+00
-7.494750805262401228e-01	1.050505053209928263e+00	3.010299726836881407e-01
-6.661321718471714393e-01	1.018983285477882639e+00	3.528511136307111995e-01
-5.617367456648519886e-01	1.107452017122384724e+00	5.457152714575327357e-01
-7.424249084499993101e-01	1.043454904113054305e+00	3.010299956630549945e-01
-7.229830180475297352e-01	1.024013010420793179e+00	3.010299923732634442e-01
-5.594453279953344182e-01	1.930815336889857514e+00	1.371370008894523096e+00
-7.027950170243796313e-01	1.003824112331824336e+00	3.010290953074447051e-01
-7.266981443249376227e-01	1.027728139934438456e+00	3.010299956095008334e-01
-7.221993708633369646e-01	1.023229366404363683e+00	3.010299955410267181e-01
-7.236723831998650436e-01	1.024702349306582772e+00	3.010299661067177279e-01
-5.938321880873518310e-01	2.254929741203448579e+00	1.661097553116096748e+00
-2.457265480539544411e-01	1.914234407366937063e+00	1.668507859312982511e+00
-7.310929957971744608e-01	1.032122991461140504e+00	3.010299956639660435e-01
-4.776056448182657843e-01	2.402078453473530661e+00	1.924472808655264933e+00
-5.255817723439881739e-01	2.503078441847422564e+00	1.977496669503434390e+00
-7.429491261551450787e-01	1.043978803597975569e+00	3.010296774428304900e-01
-3.227323476747872011e-01	1.927141400482411226e+00	1.604409052807624025e+00
-5.906674388706141254e-01	2.208085297214609000e+00	1.617417858343994874e+00
-6.560223788029834191e-01	1.118470930273201880e+00	4.624485514702184608e-01
-2.047704827244332670e-01	1.513953454513370822e+00	1.309182971788937611e+00
-5.184688570323972567e-02	1.375439988344751452e+00	1.323593102641511754e+00
-7.150066933931776836e-01	1.016036688113222120e+00	3.010299947200444359e-01
-6.942893775025605896e-01	1.032109143861737355e+00	3.378197663591767652e-01
-7.339517142844884656e-01	2.482977239361694011e+00	1.749025525077205545e+00
-7.064541214711471673e-01	1.171469111669887875e+00	4.650149901987407075e-01
-2.813716499853766845e-02	1.100179049125630915e+00	1.072041884127093336e+00
-7.360718121355903643e-01	1.037101730329407001e+00	3.010299181938166369e-01
-7.105327037711494098e-01	1.011562699434061408e+00	3.010299956629119977e-01
-2.985054841271442827e-01	1.177923859366556414e+00	8.794183752394121312e-01
-7.414233668273459976e-01	1.042453318949793761e+00	3.010299521224477637e-01
-4.536874888058184951e-01	2.441624044885149836e+00	1.987936556079331396e+00
