1.000000000000000000e+00	1.798183449881642863e-03	5.289229088097023634e+00	3.781077547931131072e-02	5.461927741344358989e-01	0.000000000000000000e+00	6.817428776710670491e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	6.544668785420737142e-03	2.973544777306251419e+01	2.470169844728983932e+00	2.380816769431225166e-02	0.000000000000000000e+00	8.121890154202550116e-01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.199549992895431296e-03	5.679874556179756340e+00	9.072192814620126455e+02	1.282517117523050143e-01	0.000000000000000000e+00	3.241891833538993950e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.779706557246954132e-03	1.307341103586041164e+00	4.670812441248116897e+02	4.300131564950091662e-02	0.000000000000000000e+00	1.061103822646860095e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	4.414145236860701760e-02	1.215162276718401982e-03	2.637714152837328019e+00	1.551479773607516155e-01	0.000000000000000000e+00	1.631172103709551635e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	7.137649349865321513e-02	4.831260792624433087e+00	4.491020358911339966e-03	6.442972641369280495e+01	0.000000000000000000e+00	2.094974739605594891e+02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.940596662881848358e-02	7.463854668111897794e-01	7.146762231004850641e+00	3.607683699907197195e+01	0.000000000000000000e+00	5.478085223188384134e+02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	7.090579157822824108e+00	6.315118986237972365e+01	4.623766393257457139e+02	2.178875753385527969e-01	0.000000000000000000e+00	9.305336669741250122e-02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	1.515122016357523527e-01	6.786877119381126700e-02	3.479968126525628946e+01	7.926123012603675022e+00	0.000000000000000000e+00	1.996709908750238753e+02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	3.317123355927226180e-02	6.093153684784654786e-03	2.606613057161398128e+00	1.089526929302044067e+01	0.000000000000000000e+00	5.271686050519183482e+02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	3.085436955524764713e+01	5.113150499515880382e-02	1.048465194693906710e+02	8.859464414237598895e-01	0.000000000000000000e+00	3.438344536532357942e+00	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	6.877411015585619541e-03	2.646988267095189973e-01	2.862942649468904616e-02	1.959668991052976494e+01	0.000000000000000000e+00	6.281776654991399482e+02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.267215692042793412e-02	6.267048076988066541e+00	7.118919834061523488e+02	5.707573685417473008e-01	0.000000000000000000e+00	1.750977285680956541e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	4.189777092856364522e-03	1.114888397944868785e+02	5.141292091224855909e+01	1.145941733166717102e-01	0.000000000000000000e+00	6.502607802686147132e+00	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.367868540771390917e-02	4.142989550129421751e-03	6.914549968327462182e+01	2.754974376244181400e-01	0.000000000000000000e+00	1.175132902549166261e+02	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	3.116952396252452816e-03	3.645960969785467398e+01	1.151999597852248203e-01	4.344931425995712804e-02	0.000000000000000000e+00	3.130736241220271943e+00	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
1.000000000000000000e+00	2.831624568537029988e-03	7.894625901981634719e+00	3.240877205050643473e-02	4.667459762854899163e-01	0.000000000000000000e+00	4.003217341848073119e+01	4.000000000000000000e+03	4.000000000000000000e+03	4.000000000000000000e+03
